,part,title,rating,text
218,인문,사피엔스,평점4점,재미난 다큐를 시간가는지 모르고 본기분 ... 재미있습니다
219,인문,사피엔스,평점5점,외계엔이 본 인류역사 같음
220,인문,사피엔스,평점5점,인류역사에 대한 최고의 통찰~
221,인문,사피엔스,평점4점,‘유인원에서 사이보그까지’ 이런 방대한 이야기를 흥미진진하게 쓰다니 정말 대단하다.
222,인문,사피엔스,평점5점,인간의 A~Z까지 파악할 수 있는 최고의 책
223,인문,사피엔스,평점5점,여러방면으로 읽으면 유용하게 생각 폭이 넓어지는 책.
224,인문,사피엔스,평점5점,존잼~!
225,인문,사피엔스,평점5점,재밌고 잘 읽힙니다.
226,인문,사피엔스,평점5점,읽고 싶었던 책입니다.
227,인문,사피엔스,평점5점,유명한 책이라서 구매했어요
228,인문,사피엔스,평점5점,읽고있는데 너무 재밌어요
229,인문,사피엔스,평점5점,최고의 인문학 입문서
230,인문,사피엔스,평점4점,기대됩니다~
231,인문,사피엔스,평점4점,무엇이 인간인가
232,인문,사피엔스,평점5점,총균쇠와 같이 읽어보려고 구매했어요
233,인문,사피엔스,평점5점,새로운 관점이 신선하네요~^^
234,인문,사피엔스,평점5점,꼭 읽어야합니다
235,인문,사피엔스,평점5점,좋아요 기대되네요
236,인문,사피엔스,평점4점,쉽지 않은 책이지만 신선한 내용을 담고 있습니다.
237,인문,사피엔스,평점5점,매우 유익합니다. 생각의 확장 !
238,인문,사피엔스,평점5점,사피엔스는 어떻게 세상의 지배자가 되었는가 ~읽었습니다. 재독도 해야겠어요
239,인문,사피엔스,평점5점,구매했습니다. 지슴부터 찬찬히 일독!
240,인문,사피엔스,평점5점,기대됩니다~~! 꼭 다읽고 서평 작성하고 싶어요
241,인문,사피엔스,평점5점,올해 안에 꼭 읽을 거에요
242,인문,사피엔스,평점5점,완독 후 언제든 다시 또 꺼내서 읽어보고싶은 책이었습니다.
243,인문,사피엔스,평점5점,열심히읽겠습니다
244,인문,사피엔스,평점5점,지금 읽고있는중이에요 쓱 읽히진 않아서 천천히 읽고잇어서 완독햇으면 좋겟네요
245,인문,사피엔스,평점5점,드디어 끝냈습니다. 찬찬히 다시 읽고 싶네요.
246,인문,사피엔스,평점4점,선물했는데 좋아해요
247,인문,사피엔스,평점5점,재밌게 읽고 있어요!
248,인문,사피엔스,평점5점,어메이징
249,인문,사피엔스,평점5점,읽기 편해요...좋아요
250,인문,사피엔스,평점5점,전자책으로 읽고나서 소장하고 싶어 구입했습니다. 추천합니다.
251,인문,사피엔스,평점5점,드디어
252,인문,사피엔스,평점5점,읽으세요 읽으세요. 선물하려고 두 번째 구입합니다.
253,인문,사피엔스,평점5점,배움이 채워지는 느낌입니다
254,인문,사피엔스,평점5점,인류의 본질과 가식에 들이댄 날카로운 한자루의 칼날
255,인문,사피엔스,평점5점,머리가 텅텅 비어가는 느낌이 너무 싫어서 구입했어요. 하루에 15분씩이라도 읽고 있어요^^
256,인문,사피엔스,평점5점,3분의2정도 읽고 있어요. 천천히 보고 있는데 재미 있네요.
257,인문,사피엔스,평점5점,재미있다
258,인문,사피엔스,평점5점,끝가지 읽는다고 고생 보람은 있음
259,인문,사피엔스,평점5점,대여해서 읽었다가 내용이 좋아서 구입했어요
260,인문,사피엔스,평점5점,잘 읽었습니다.
261,인문,사피엔스,평점4점,아이가 아주 좋아합니다**
262,인문,사피엔스,평점5점,"인류사 전반을 사회, 문화, 정치, 경제를 꿰뚫는 책이네요!"
263,인문,사피엔스,평점5점,좋습니다.
264,인문,사피엔스,평점5점,역사엔 정의가 없다
265,인문,사피엔스,평점5점,이제서라도 삽니다 꼭 읽어봐야할 책이라고 해서
